The karyotype in /Users/elvisa/Desktop/Example_Data/WTC-11_Sample/WTC-11.bed.gz is: 46XY

chrom	start	stop	name	WTC_mean	
chr7	75343936	75358997	PMS2P2	0.465545
chr7	75359199	75367809	STAG3L1	0.465545
chr7	77022305	77032361	SPDYE17	0.694066
chr7	77039479	77053038	PMS2P9	1.100218
chr7	143571800	143574387	CTAGE15	0.890838
chr7	143611425	143620912	LOC101928466	0.482395
chr7	143755088	143757696	CTAGE6	3.211044
chr7	143839218	143860200	LOC112267988	3.636871
chr7	144195320	144299589	ARHGEF35-AS1	5.173645625
chr7	144228243	144239605	OR2A42	6.8568805
chr7	144238572	144355718	OR2A1-AS1	6.05681528571429
chr7	144250673	144251603	OR2A20P	8.413384
chr7	144257662	144264792	OR2A7	6.272196
chr7	144258995	144286003	ARHGEF34P	5.4436185
chr7	144266673	144269288	CTAGE8	6.272196
chr7	144299520	144300505	OR2A9P	3.116699
chr7	144312418	144322737	OR2A1	4.706388
chr7	144355401	144380632	ARHGEF5	3.37681033333333
chr7	154055584	154060570	LOC101929998	1.2903945
chr7	154058556	154064392	LOC107984014	1.14876066666667
chr8	166085	167024	OR4F21	1.117132
chr8	6977648	6980120	DEFA1	3.620363
chr8	6987177	6989721	DEFT1P	4.680259
chr8	6996765	6999198	DEFA1B	4.680259
chr8	7006280	7008824	DEFT1P2	4.680259
chr8	7015868	7018336	DEFA3	4.1784545
chr8	7215521	7228188	LOC101928095	0.7301455
chr8	7260618	7263492	LINC00965	0.600765
chr8	7355516	7385558	ZNF705G	2.8853385
chr8	7495910	7509311	DEFB107B	1.061037
chr8	7556137	7559104	FAM90A7P	0.280453
chr8	7561242	7576649	LOC105377800	0.280453
chr8	7610320	7613491	LOC107986910	0.672976
chr8	7713186	7721673	LOC105379215	3.030005
chr8	7759932	7768484	LOC107986912	3.030005
chr8	7800197	7800679	LOC105379216	1.130227
chr8	7894676	7896716	DEFB4A	0.919859
chr8	7926336	7952413	ZNF705B	0.135017
chr8	7955012	8008755	FAM66E	0.293451
chr8	7971660	7973253	USP17L8	0.070977
chr8	7976392	7977985	USP17L3	0.070977
chr8	8088940	8089089	MIR548I3	0.235038
chr8	8100761	8227503	FAM85B	1.10476983333333
chr8	12043488	12046779	LOC105379246	1.162225
chr8	12064388	12071747	DEFB130B	0.525846
chr8	12089337	12115516	ZNF705D	0.18311
chr8	12115781	12151189	FAM66D	0.821593
chr8	12127857	12129297	LOC392196	1.043659
chr8	12132416	12134099	USP17L7	0.977391
chr8	12136434	12138849	USP17L2	0.834557
chr8	12173453	12177267	FAM90A2P	0.971096
chr8	12310961	12318316	DEFB130A	0.909274
chr8	12414520	12418032	FAM90A25P	1.056705
chr8	12424420	12436400	FAM86B2	0.9090755
chr8	12437012	12566845	LOC100506990	3.13787361538462
chr8	12537078	12665611	LOC729732	2.91985490909091
chr8	85735313	85737397	LOC101929601	10.494099
chr8	85744488	85746516	LOC101929627	3.574149
chr8	85775015	85776093	REXO1L2P	3.574149
chr8	143620429	143634004	LOC105375798	1.23958866666667
chr9	11986	14525	DDX11L5	2.836178
chr9	38901160	38903553	LOC105376044	0.910582
chr9	39321308	39322259	LOC105376045	0.24544
chr9	39371064	39376916	FAM74A1	0.938381
chr9	39674629	39680976	LOC105376046	0.422847
chr9	39803495	39810159	GLIDR	3.731453
chr9	39813783	39874566	FGF7P3	1.049948
chr9	39873856	39875395	LOC554249	0.501536
chr9	39897450	40004403	LOC105376050	0.995723
chr9	40091342	40106530	LOC107986991	1.0034245
chr9	40167405	40168836	LOC112268033	1.144874
chr9	40169499	40172388	LOC112268034	1.144874
chr9	40223284	40282358	ANKRD20A2P	0.2933205
chr9	40448329	40458347	LOC107986995	0.256577
chr9	40574914	40584212	BMS1P14	3.203031
chr9	40584503	40593812	LOC107984006	3.026964
chr9	40609275	40622300	LOC107986993	2.850897
chr9	40757986	40768290	LOC100132004	2.8752755
chr9	40929009	40929092	MIR1299	3.55457
chr9	40949452	40992761	LOC107986997	3.45451511111111
chr9	40992260	41039103	FRG1HP	3.38589191666667
chr9	41007010	41074625	PGM5P2	3.02807021052632
chr9	41126434	41128681	FOXD4L6	0.75117
chr9	41131308	41198865	CBWD6	0.73978725
chr9	41186694	41189098	LOC107986998	0.8227335
chr9	41233754	41233835	MIR4477A	4.265926
chr9	41358861	41482101	LOC107984035	1.03884108333333
chr9	41398005	41410018	LOC112268035	1.2467195
chr9	41464422	41512282	LOC105376065	1.17691033333333
chr9	41647613	41655207	LOC101928906	0.5681695
chr9	41647673	41649440	FAM27E2	0.285189
chr9	41694356	41699001	FAM242F	1.029787
chr9	41758175	41765830	LOC105376063	0.606854
chr9	42183658	42189887	SPATA31A6	0.8330375
chr9	42198861	42206016	FAM74A7	0.570447
chr9	42224435	42233512	LOC112268036	1.22400166666667
chr9	42567858	42569349	LOC103908605	1.102986
chr9	42579804	42586534	LOC101927827	1.102986
chr9	60898313	60899726	LOC105379434	0.05199
chr9	60914371	60920647	SPATA31A5	0.05199
chr9	60918580	60927822	LOC107987066	0.05199
chr9	60929781	60935727	FAM74A6	0.213858
chr9	61002334	61003885	LOC107984126	0.833529
chr9	61174251	61175665	LOC105379249	0.9133
chr9	61190035	61196280	SPATA31A7	0.9133
chr9	61205259	61212373	FAM74A4	1.144843
chr9	61296773	61297724	LOC105379435	0.94189
chr9	61549133	61555131	LOC105379437	0.880805666666667
chr9	61615820	61626913	FAM242D	0.8236935
chr9	61854083	61855340	FAM27C	0.365421
chr9	61856732	61904683	FAM27E4	0.5996925
chr9	61861563	61862615	LOC105379807	0.365421
chr9	61865631	61869164	LOC102723678	0.365421
chr9	61906374	61911202	FAM242E	0.833964
chr9	61920083	61937066	LOC107987007	0.569709
chr9	61930580	61935422	LOC107987010	0.569709
chr9	61970349	61977988	LOC101930026	1.13534
chr9	62374480	62376870	LOC102724238	0.894493
chr9	62376255	62435519	FGF7P6	0.894493
chr9	62801464	62813486	LINC01410	6.10731233333333
chr9	62834247	62838346	LOC100132249	5.456266
chr9	62838444	62847206	PTGER4P2-CDK2AP2P2	5.6159355
chr9	62857855	62898087	LERFS	5.78278655555556
chr9	63016970	63030833	LOC107987006	0.187758
chr9	63044411	63046084	LOC107987004	0.187758
chr9	63047993	63053011	LOC107987003	0.187758
chr9	63112402	63127100	LOC286297	0.166951
chr9	63125959	63161196	LOC105379814	0.166951
chr9	63315242	63334520	AQP7P1	4.55631
chr9	63333337	63378847	LOC100996643	3.43690275
chr9	63408502	63421524	LOC105379442	0.9886
chr9	63440676	63443988	LOC107987009	0.9886
chr9	63812940	63819029	LINC00537	2.90339375
chr9	63819573	63819654	MIR4477B	4.282278
chr9	64603834	64618296	LOC105379257	0.271689
chr9	64639733	64700461	LOC101929583	0.049871
chr9	64719880	64721240	LOC107987067	0.29326
chr9	64733637	64746159	LOC107987068	0.29326
chr9	64810709	64889074	LOC100132154	0.9547964
chr9	65134618	65144163	LOC102724507	0.376471
chr9	65143057	65185164	LOC105379443	0.480151
chr9	65218010	65231654	LOC112268045	0.5158275
chr9	65282100	65285209	FOXD4L5	0.4532515
chr9	65651094	65666135	LOC105379251	3.64867
chr9	65666373	65734041	CBWD5	2.9375675
chr9	65791120	65802027	LOC101928381	0.629952
chr9	65816578	65817744	LOC107987070	0.629952
chr9	65820965	65825407	LOC107987071	0.629952
chr9	65836969	65877274	LOC101928195	0.514306
chr9	65877573	65912560	AQP7P3	0.39866
chr9	65882226	65896610	LOC112267859	0.39866
chr9	66047084	66052734	LOC105379252	1.103762
chr9	66269986	66285324	LOC107987072	2.969717
chr9	67459178	67462802	LOC105379451	0.247282
chr9	67490296	67560335	LOC105379452	0.468674333333333
chr9	67653002	67657916	LOC107987074	0.835995
chr9	67670263	67674789	LOC105379453	0.835995
chr9	67802086	67806515	LOC107987076	3.262192
chr9	67858930	67902394	ANKRD20A1	0.976043666666667
chr9	67902952	67920551	LOC644249	0.761273
chr9	134849297	134849369	MIR3689C	1.255037
chr9	134849486	134849564	MIR3689A	1.255037
chr9	134849608	134849682	MIR3689D1	1.255037
chr9	134850124	134850272	MIR3689B	1.255037
chr9	134850276	134850356	MIR3689D2	1.255037
chr9	137450025	137450086	MIR7114	1.294354
chrX	3850991	3882351	FAM239A	1.923255
chrX	49331581	49338949	GAGE13	2.237858
chrX	141002593	141003706	SPANXB1	2.283785
chrX	154182595	154196861	OPN1MW	1.754814
chrX	154219755	154233286	OPN1MW2	1.754814
chrY	6357218	6361413	LINC00280	0.175599
chrY	6366610	6369841	LOC107987353	0.175599
chrY	6390400	6411564	TTTY1B	0.175599
chrY	6406243	6428444	TTTY2B	0.175599
chrY	6443433	6447077	TTTY21B	0.1401305
chrY	6449467	6457906	TTTY7	0.104662
chrY	6471030	6473630	TTTY8B	0.104662
chrY	6865917	6911752	AMELY	0.00179737142857143
chrY	6910696	7107154	TBL1Y	0.00145251572327044
chrY	7273971	7381547	PRKY	0.00406572972972973
chrY	7458526	7520566	LOC107987338	0.00348485714285714
chrY	7699356	7701247	TTTY16	0.000388
chrY	7779466	7809864	LOC107987339	0.00224017857142857
chrY	7804923	7810683	TTTY12	0.0000671666666666667
chrY	7831749	7858758	LOC105377229	0.00210277272727273
chrY	8094271	8126268	LOC105377230	0.00260425
chrY	8395046	8407314	LOC105377231	0.000166
chrY	8549056	8551268	LOC105377232	0.0000743333333333333
chrY	8560788	8562316	LOC107987354	0.000188
chrY	8638293	8645129	LINC00279	0.0000278571428571429
chrY	8660041	8660883	LOC107987340	0.000182
chrY	8683369	8683878	TTTY18	0.000738
chrY	8693335	8695298	LOC105377234	0.000293
chrY	8704471	8705283	TTTY19	0.0001225
chrY	8721796	8724282	LOC105377235	0.000049
chrY	8783312	8817382	TTTY11	0.00163183333333333
chrY	9264843	9269708	LOC105379264	0.0002676
chrY	9274396	9282943	LOC105379265	0.001669
chrY	9288976	9291228	LOC105379266	0.00014
chrY	9292383	9304613	LOC105379267	0.00885777777777778
chrY	9317060	9322874	RBMY1A3P	0.004548
chrY	9329879	9334832	TTTY20	0.0193325
chrY	9337488	9340285	TSPY4	0.076328
chrY	9349579	9355182	FAM197Y8	0.076328
chrY	9479052	9484654	FAM197Y4	2.005589
chrY	9499340	9504941	FAM197Y3	2.005589
chrY	9519665	9525357	FAM197Y2	1.824207
chrY	9527879	9530676	TSPY10	1.824207
chrY	23637650	23639749	LOC107987349	0.186986
chrY	25030900	25052104	BPY2C	0.286149
chrY	25063082	25099892	TTTY4C	0.001891
chrY	25183642	25184773	TTTY17C	0.051022
chrY	25455310	25460175	GOLGA2P3Y	0.226052
chrY	25482907	25486705	CSPG4P1Y	0.226052
